,SPY,XLF,XLK,XLU,XLI,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,ETH,LTC
2016-01-25,187.66,20.83,39.89,43.425,45.71,67.23,72.46,48.49,37.27,24.56,29.54,12.21,39.6,25.53,44.23
2016-01-26,190.18,21.19,40.295,43.74,46.58,67.725,73.52,49.0,37.94,26.14,30.165,12.87,40.49,26.21,45.31
2016-01-27,188.12,21.105,39.45,43.84,46.05,66.98,72.42,49.37,37.63,26.27,29.79,12.795,39.99,25.64,43.66
2016-01-28,189.14,21.12,39.96,44.5399,46.32,65.42,73.28,49.39,37.69,27.22,29.64,12.94,39.91,26.89,43.41
2016-01-29,193.69,21.72,41.25,45.4,47.57,66.46,74.12,50.09,38.78,28.5,30.5549,13.91,41.01,26.67,44.53
2016-02-01,193.69,21.611,41.4,45.85,47.45,66.58,74.54,50.65,38.925,27.51,30.36,13.78,41.24,27.64,45.07
2016-02-02,190.13,21.04,40.635,46.06,46.5,65.64,73.13,50.54,38.65,26.37,29.64,13.43,40.47,28.43,45.2599
2016-02-03,191.19,21.06,40.59,46.61,47.25,66.01,72.91,50.47,39.96,27.55,29.59,14.26,40.19,27.35,45.95
2016-02-04,191.55,21.25,40.65,46.41,48.07,65.69,72.49,49.95,41.07,27.33,29.82,15.02,40.18,27.33,46.17
2016-02-05,187.95,20.96,39.49,46.56,47.61,64.41,70.17,49.8,40.63,26.27,29.1,14.98,39.14,26.72,45.99
2016-02-08,185.37,20.4,38.92,46.4,47.21,63.53,68.82,49.3,39.53,25.61,28.26,14.78,38.68,26.67,45.76
2016-02-09,185.38,20.38,38.74,46.58,47.5,64.01,68.67,49.11,40.0,24.61,28.51,14.32,38.5,26.7,43.94
2016-02-10,185.29,20.29,38.835,46.53,47.25,64.57,68.59,50.01,39.64,24.38,28.73,14.24,38.53,26.21,42.15
2016-02-11,183.06,19.68,38.72,45.69,46.33,63.49,68.53,49.18,38.8,23.91,27.99,14.3,38.41,26.01,41.12
2016-02-12,186.64,20.48,39.26,45.56,47.26,64.38,69.76,49.67,39.91,24.51,28.74,15.24,39.29,26.2203,41.89
2016-02-16,189.77,20.84,39.95,45.84,48.21,65.56,71.47,50.5,40.54,24.18,29.535,15.33,40.86,28.11,42.42
2016-02-17,192.87,21.1,40.79,45.75,48.96,66.43,72.99,50.69,41.36,25.31,30.015,15.99,41.72,27.64,42.24
2016-02-18,192.04,20.98,40.615,46.51,48.93,65.99,72.52,50.83,41.19,24.28,29.88,15.885,41.64,27.9,43.24
2016-02-19,192.02,20.99,40.67,46.22,48.83,65.94,72.75,50.62,40.73,23.86,29.93,15.48,41.33,27.79,43.1
2016-02-22,194.79,21.31,41.195,46.73,49.66,66.84,74.13,51.13,41.51,25.0,30.46,16.16,42.04,28.6,43.12
2016-02-23,192.37,20.93,40.53,46.77,49.16,66.36,73.73,50.99,40.52,23.6,30.555,15.69,42.15,28.53,43.0
2016-02-24,193.22,20.88,40.87,47.02,49.19,66.55,74.145,50.84,40.945,24.12,30.86,15.79,42.63,28.72,43.39
2016-02-25,195.53,21.17,41.38,47.465,49.84,67.45,74.93,51.23,41.48,24.14,30.92,15.82,43.23,28.41,44.32
2016-02-26,195.13,21.315,41.25,46.18,49.91,67.3,74.85,51.96,42.05,24.72,31.24,15.995,43.33,28.43,43.99
2016-02-29,193.48,21.08,40.99,46.3,49.59,66.23,74.45,51.06,41.78,24.61,30.86,16.68,43.3,28.51,44.41
2016-03-01,198.18,21.83,42.17,46.055,50.56,67.66,76.4,51.21,42.88,25.18,31.68,16.99,43.99,29.06,44.9
2016-03-02,199.0,22.03,42.3,46.3,50.6,67.76,76.33,51.28,42.71,26.59,31.78,18.3,44.2,29.47,44.98
2016-03-03,199.76,22.18,42.29,46.59,50.96,67.545,76.78,51.35,42.96,27.87,32.15,18.75,44.58,29.77,44.65
2016-03-04,200.38,22.28,42.4,47.115,51.17,67.41,76.74,51.8,43.44,28.95,32.17,18.98,44.8,29.6,44.54
2016-03-07,200.59,22.26,42.16,47.38,51.32,67.96,76.41,51.82,43.97,30.06,32.23,20.13,45.06,29.86,44.78
2016-03-08,198.36,21.91,41.89,47.82,50.6,67.11,75.8,51.66,43.085,27.63,31.8,18.63,44.72,29.61,44.33
2016-03-09,199.42,21.93,42.245,48.05,50.76,67.21,75.95,52.03,43.37,28.59,31.94,18.84,44.815,29.78,44.45
2016-03-10,199.54,21.92,42.22,48.1,50.69,67.29,76.1,52.45,43.61,28.5,31.855,19.48,44.93,29.57,44.01
2016-03-11,202.73,22.5,42.87,48.16,51.42,68.575,77.28,52.54,44.385,29.78,32.51,19.515,45.585,30.06,44.8
2016-03-14,202.495,22.42,42.91,48.2,51.47,68.33,77.58,52.42,44.105,29.3,32.5,19.61,45.55,30.1,44.76
2016-03-15,202.18,22.385,43.07,48.32,51.44,67.22,77.58,52.31,43.685,29.31,32.36,19.09,45.12,29.505,44.66
2016-03-16,203.4,22.36,43.56,48.805,51.62,67.065,78.165,52.51,44.48,30.45,32.81,20.075,45.32,30.06,44.64
2016-03-17,204.65,22.62,43.765,49.31,52.75,66.35,78.35,52.65,45.435,30.975,33.06,20.74,45.76,30.85,44.98
2016-03-18,204.44,22.73,43.575,48.62,53.21,66.91,78.07,52.8,45.3,30.89,33.475,20.925,45.93,31.54,44.82
2016-03-21,204.68,22.685,43.73,48.57,53.53,67.2701,78.125,52.67,45.08,30.82,33.275,20.89,45.745,31.08,44.32
2016-03-22,204.59,22.63,43.77,48.42,53.22,67.89,77.98,52.51,45.1,30.91,33.155,20.9,45.51,30.66,44.57
2016-03-23,203.24,22.45,43.49,48.78,52.87,67.45,77.46,52.26,44.5,29.4,32.76,19.6,44.955,30.59,44.37
2016-03-24,203.14,22.305,43.605,48.93,52.72,67.4,77.53,52.2,44.54,29.8,32.77,20.15,45.19,30.7,44.49
2016-03-28,203.26,22.37,43.51,48.75,52.74,67.205,77.93,52.38,44.75,29.52,33.1,20.14,45.54,30.86,44.53
2016-03-29,205.15,22.42,44.175,49.46,53.09,67.99,78.67,52.57,44.975,29.92,33.67,20.66,46.13,31.77,45.66
2016-03-30,206.07,22.56,44.44,49.34,53.18,67.97,79.17,53.17,45.2,29.87,33.64,20.77,46.22,31.52,45.1
2016-03-31,205.55,22.51,44.35,49.61,53.06,67.8,79.08,53.25,44.8,30.35,33.82,20.46,46.18,31.82,45.2
2016-04-01,206.89,22.69,44.69,49.81,53.31,68.67,79.46,52.83,45.11,29.85,34.075,20.58,46.125,31.29,45.52
2016-04-04,206.27,22.59,44.52,49.61,52.7,69.37,78.81,53.69,44.66,29.49,33.65,20.01,45.51,30.67,46.08
2016-04-05,204.19,22.27,44.085,48.68,52.38,68.49,78.16,53.42,44.36,29.24,33.7,20.15,45.015,30.66,45.74
2016-04-06,206.43,22.39,44.49,48.62,52.64,70.3,78.89,53.29,44.75,30.24,34.18,20.24,45.35,30.61,45.69
2016-04-07,203.94,21.96,43.875,48.61,52.13,69.57,78.0,53.34,44.2,30.26,33.82,19.875,44.115,30.3,45.51
2016-04-08,204.53,22.05,43.88,48.835,52.33,69.25,77.86,53.29,44.63,31.39,33.91,20.56,43.85,29.87,45.7399
2016-04-11,203.98,22.13,43.785,48.63,52.35,68.8,77.57,53.47,44.84,31.37,33.9,21.385,43.505,29.86,46.29
2016-04-12,205.94,22.43,44.045,48.99,52.65,69.36,78.18,53.04,45.355,33.475,34.17,21.87,44.07,30.26,46.53
2016-04-13,208.02,22.93,44.53,48.665,53.44,69.99,79.24,53.35,45.91,33.11,34.9,22.3,45.27,31.13,46.52
2016-04-14,208.01,22.985,44.5,48.6,53.53,70.05,79.25,52.92,45.83,33.13,34.72,22.16,44.98,30.95,46.48
2016-04-15,207.81,22.93,44.32,48.91,53.61,70.0,79.47,52.7,46.02,32.62,34.83,22.49,45.35,30.96,46.9
2016-04-18,209.28,23.08,44.51,49.07,53.66,70.66,80.215,52.95,46.245,33.225,34.91,22.795,45.53,30.91,47.0301
2016-04-19,209.87,23.34,44.3,49.14,54.04,70.89,79.81,53.23,47.23,34.0525,34.72,23.75,45.36,30.51,47.0299
2016-04-20,210.06,23.55,44.365,47.935,53.96,71.32,79.86,53.22,47.11,34.53,34.83,23.41,45.54,31.5,46.11
2016-04-21,208.96,23.325,44.19,46.91,53.82,71.695,79.65,52.51,46.88,34.16,34.76,23.32,45.015,31.23,45.5
2016-04-22,208.99,23.55,43.48,47.34,53.96,71.89,79.45,51.59,47.19,35.37,34.75,23.16,45.25,31.02,46.21
2016-04-25,208.61,23.49,43.435,47.43,53.7,71.6,79.56,51.67,46.9,34.85,34.52,22.54,44.845,30.98,46.51
2016-04-26,208.97,23.65,43.26,47.49,54.18,71.27,79.72,52.45,47.445,35.89,34.82,23.03,45.52,34.4,46.81
2016-04-27,209.34,23.68,43.04,48.19,54.56,71.23,79.68,52.3,47.8,36.97,34.83,23.83,45.78,34.4,47.1
2016-04-28,207.48,23.43,42.48,48.15,54.03,70.86,78.82,52.16,47.38,35.85,33.8,24.23,44.78,33.94,46.93
2016-04-29,206.33,23.27,42.14,48.41,53.72,69.8,79.17,52.33,47.11,35.72,33.67,24.63,44.24,34.04,46.39
2016-05-02,207.97,23.52,42.42,48.7911,53.99,70.17,80.29,52.45,47.26,35.45,34.01,24.605,44.61,34.3,47.18
2016-05-03,206.15,23.21,42.06,48.79,53.55,69.98,79.59,52.71,46.435,33.79,33.475,23.36,44.0,33.17,47.53
2016-05-04,204.99,23.05,41.92,49.33,52.89,69.31,79.21,52.65,46.01,33.01,33.39,22.85,43.84,33.27,48.27
2016-05-05,204.98,23.02,41.93,49.16,52.87,69.62,78.71,52.84,45.77,33.77,33.29,22.54,42.92,32.53,48.12
2016-05-06,205.7,23.125,42.24,48.84,53.22,69.18,79.26,52.89,46.17,33.33,33.49,22.78,43.05,33.12,48.32
2016-05-09,205.89,23.08,42.23,49.1,52.98,69.985,79.49,53.27,45.59,32.61,33.51,20.96,43.74,32.89,48.4
2016-05-10,208.43,23.39,42.78,49.17,53.89,70.55,80.5,53.7,46.38,33.89,33.83,21.69,43.68,33.06,48.15
2016-05-11,206.56,23.14,42.51,49.33,53.44,69.73,78.92,53.98,46.19,34.23,33.17,21.94,41.76,32.49,47.85
2016-05-12,206.56,23.175,42.39,49.62,53.32,69.33,79.04,53.75,46.43,34.14,33.145,21.44,41.65,32.22,48.03
2016-05-13,204.76,22.88,42.23,49.38,52.65,69.17,78.13,53.79,45.95,33.58,32.84,21.4,41.0892,31.71,47.96
2016-05-16,206.78,23.0,42.77,49.44,53.31,70.1301,78.62,53.14,46.68,34.32,33.05,21.62,41.36,31.985,48.07
2016-05-17,204.88,22.85,42.35,48.61,53.05,69.38,77.69,53.38,46.49,34.8,32.93,21.84,40.74,31.49,47.15
2016-05-18,204.96,23.2762,42.48,47.72,52.87,69.61,77.25,52.24,45.78,34.32,32.83,20.49,40.17,31.64,46.5
2016-05-19,204.22,23.06,42.23,48.17,52.37,69.08,77.2,52.08,45.95,34.16,32.78,20.755,40.64,31.62,45.62
2016-05-20,205.46,23.2,42.69,48.29,52.64,69.7,77.7,52.57,46.26,34.43,33.23,20.81,41.2,32.34,46.04
2016-05-23,205.15,23.195,42.63,47.83,52.54,69.4,77.41,52.25,46.83,34.38,32.98,21.18,40.91,32.03,45.9
2016-05-24,207.85,23.54,43.47,48.34,53.09,70.41,78.39,52.33,47.12,34.6,33.98,20.81,41.185,33.2199,46.25
2016-05-25,209.22,23.78,43.76,48.19,53.45,70.825,78.78,52.75,47.71,35.69,34.11,21.66,41.68,33.19,46.19
2016-05-26,209.3264,23.64,43.89,48.74,53.3,70.85,78.96,52.79,47.19,35.43,34.01,21.755,41.8,33.18,46.32
2016-05-27,210.2,23.81,44.14,48.85,53.5,71.21,79.34,53.0,47.2,35.26,34.29,21.31,42.33,33.59,46.66
2016-05-31,209.9,23.74,44.19,49.14,53.49,71.32,79.28,53.08,46.94,35.51,34.16,22.01,42.32,33.74,46.61
2016-06-01,210.27,23.81,44.085,49.32,53.53,71.59,79.17,52.7,47.06,35.91,34.42,22.0,42.45,33.82,46.85
2016-06-02,210.91,23.85,44.04,49.29,53.6,72.51,79.62,53.09,47.28,36.02,34.39,22.09,42.94,33.91,46.97
2016-06-03,210.3,23.52,43.91,50.1,53.55,72.29,79.18,53.32,47.73,35.58,34.21,23.13,42.67,33.55,47.31
2016-06-06,211.35,23.66,44.04,50.02,54.06,72.68,79.29,53.65,48.14,36.55,34.23,23.6,42.66,33.5,47.33
2016-06-07,211.67,23.59,44.19,49.97,54.32,72.22,79.41,53.66,48.17,37.53,34.7,23.45,42.92,33.51,48.13
2016-06-08,212.34,23.63,44.3,50.29,54.66,72.57,79.49,53.55,48.48,37.19,34.96,24.42,42.98,33.78,48.92
2016-06-09,212.01,23.46,44.3,50.72,54.65,72.38,79.34,53.78,48.165,36.98,34.41,23.89,42.34,32.79,49.07
2016-06-10,210.06,23.17,43.95,50.58,54.01,71.75,78.51,53.82,47.82,35.21,33.7,23.45,41.76,32.38,49.29
2016-06-13,208.44,23.0,43.49,50.52,53.43,71.23,78.06,54.13,47.23,34.94,33.17,23.45,41.24,31.73,49.34
2016-06-14,208.08,22.67,43.56,50.79,53.44,71.33,77.84,53.66,46.85,35.01,32.96,22.86,41.11,32.61,49.329
2016-06-15,207.75,22.69,43.47,50.45,53.46,70.88,78.08,53.91,47.04,35.04,33.13,23.7,41.52,32.63,49.8
2016-06-16,208.42,22.76,43.57,50.77,53.55,71.08,78.35,53.56,47.215,34.13,33.165,23.46,41.39,32.45,49.89
2016-06-17,206.58,22.61,43.04,50.53,53.6,70.04,77.95,53.61,47.2,35.04,33.36,23.68,41.48,32.35,49.32
2016-06-20,207.86,22.75,43.24,50.33,54.09,70.47,78.64,53.81,47.46,35.69,33.72,24.26,41.9,32.97,49.46
2016-06-21,208.39,22.87,43.52,50.41,54.06,70.26,78.45,53.72,47.32,36.26,33.59,23.83,41.62,32.9,49.76
2016-06-22,208.05,22.84,43.37,50.19,53.9,70.48,78.33,53.85,47.38,35.91,33.53,23.665,41.45,32.9,49.35
2016-06-23,210.83,23.33,44.0,50.34,54.53,71.36,79.07,54.02,48.13,36.58,33.93,24.19,41.97,33.01,49.78
2016-06-24,203.22,22.055,42.3,50.4,52.31,69.35,76.2,53.15,46.02,34.62,32.67,22.99,41.14,31.95,49.9
2016-06-27,199.59,21.45,41.4699,51.04,51.07,68.37,74.8,53.02,44.46,32.8,31.71,22.3,40.17,31.38,50.31
2016-06-28,203.1725,21.99,42.23,51.24,51.94,69.74,76.23,53.44,44.86,34.37,32.5,22.79,40.66,31.75,50.8
2016-06-29,206.67,22.5,42.9,51.39,52.86,71.05,77.475,53.6,45.625,35.12,33.05,23.28,41.58,32.36,50.9
2016-06-30,209.5,22.85,43.38,52.52,53.87,71.75,78.07,54.0,46.35,34.78,33.55,24.38,41.97,33.04,51.74
2016-07-01,209.83,22.74,43.46,52.48,54.05,72.13,78.8,55.25,46.36,35.47,33.74,25.0485,42.32,32.81,52.06
2016-07-05,208.43,22.395,43.18,52.85,53.56,72.11,78.2,54.82,45.5,34.07,33.33,24.56,41.68,32.52,52.58
2016-07-06,209.75,22.49,43.44,53.0,53.83,72.94,78.89,55.19,45.7,34.31,33.95,25.16,42.26,32.86,52.4
2016-07-07,209.53,22.51,43.43,52.025,53.97,72.77,79.23,55.39,45.81,33.68,34.065,25.11,42.3,32.66,51.58
2016-07-08,212.65,22.91,44.13,52.535,55.05,73.56,80.6,55.35,46.92,34.33,34.89,26.11,43.37,33.79,52.51
2016-07-11,213.41,23.05,44.38,52.49,55.39,73.44,81.05,55.7,47.17,34.19,35.135,26.76,43.85,34.15,53.04
2016-07-12,214.94,23.34,44.74,51.78,55.9,73.81,81.43,55.61,48.04,35.85,35.285,27.35,44.18,34.75,52.88
2016-07-13,214.92,23.34,44.74,52.18,56.04,73.83,81.04,55.47,48.18,35.11,35.19,27.58,43.82,34.93,53.36
2016-07-14,216.07,23.55,45.06,51.83,56.46,74.11,81.36,55.68,48.58,35.04,35.16,27.87,43.9,35.08,52.58
2016-07-15,215.81,23.51,45.0,51.99,56.45,74.07,80.99,55.74,48.77,34.83,35.19,28.04,43.71,34.76,52.68
2016-07-18,216.4,23.592,45.31,52.11,56.4,74.08,81.27,55.7,49.12,35.03,35.33,28.05,44.43,34.96,52.26
2016-07-19,216.15,23.61,45.23,52.045,56.43,73.96,81.1399,55.48,48.77,34.66,35.28,27.1338,44.04,35.93,52.59
2016-07-20,217.09,23.645,45.8,51.77,56.54,74.59,81.46,55.59,48.84,34.68,35.595,26.62,44.45,36.28,52.77
2016-07-21,216.25,23.535,45.55,52.07,55.96,74.85,81.24,55.32,48.53,34.095,35.375,26.85,44.3,35.68,52.98
2016-07-22,217.23,23.67,45.83,52.75,56.07,75.0,81.61,55.25,48.65,34.15,35.63,27.0,44.45,35.96,53.24
2016-07-25,216.67,23.615,45.76,52.68,55.77,74.91,81.74,55.45,48.58,33.3,35.78,26.56,44.92,35.34,53.06
2016-07-26,216.73,23.65,45.89,52.22,56.23,74.78,81.625,55.37,48.95,33.93,36.085,28.0,45.26,35.76,52.63
2016-07-27,216.53,23.65,46.23,51.62,56.01,75.11,81.36,54.94,49.0,33.21,35.94,28.49,44.88,34.01,52.52
2016-07-28,216.78,23.695,46.3,51.79,55.99,75.03,81.53,54.51,48.92,33.38,36.49,28.77,44.85,34.2,53.19
2016-07-29,217.14,23.65,46.43,52.14,55.83,75.22,81.6,54.5,48.71,34.23,36.09,29.04,45.075,34.71,53.51
2016-08-01,216.89,23.6,46.55,52.14,55.76,75.67,81.71,54.7,48.4,32.79,36.15,28.8,44.93,34.52,53.23
2016-08-02,215.55,23.4,46.18,51.83,55.24,75.36,80.54,54.78,48.3,33.01,35.68,28.52,43.79,34.63,52.88
2016-08-03,216.21,23.635,46.33,51.51,55.51,75.2,80.72,54.77,48.4,34.31,35.83,28.76,44.24,34.43,51.74
2016-08-04,216.41,23.565,46.57,51.47,55.53,75.07,80.71,54.47,48.59,34.52,35.69,28.68,44.08,34.7,51.82
2016-08-05,218.17,24.01,47.04,50.75,56.09,75.23,81.56,54.65,48.76,35.04,36.14,28.78,44.84,34.83,51.82
2016-08-08,218.03,24.045,47.05,50.72,56.16,74.63,81.29,54.82,48.86,35.76,36.13,28.83,44.805,34.71,51.89
2016-08-09,218.17,24.07,47.15,50.69,56.14,74.8,81.03,54.53,48.7,35.32,36.06,28.33,44.2,34.89,52.27
2016-08-10,217.64,23.89,47.01,50.73,56.11,74.54,81.22,54.85,48.745,34.86,35.92,28.1,44.2,34.15,52.56
2016-08-11,218.65,23.92,47.17,50.84,56.48,74.95,82.05,55.18,48.96,35.78,36.14,28.06,45.23,34.07,51.91
2016-08-12,218.45,23.87,47.12,50.9,56.33,74.79,82.01,55.0,48.41,36.0636,36.08,27.33,45.49,33.83,52.12
2016-08-15,219.125,24.015,47.31,50.13,56.7,74.92,82.14,55.16,48.88,36.81,36.33,28.11,45.99,34.62,52.27
2016-08-16,217.98,23.95,47.0,49.53,56.45,74.26,81.705,54.87,48.63,36.8,36.015,27.77,45.79,34.72,51.42
2016-08-17,218.37,24.03,46.98,50.26,56.61,74.4,81.51,54.69,48.59,36.83,35.64,27.58,45.36,34.16,52.03
2016-08-18,218.87,24.03,46.98,50.88,56.79,74.43,81.47,54.95,48.91,37.89,35.745,27.925,45.76,34.46,52.2
2016-08-19,218.57,24.0,47.02,50.26,56.77,74.38,81.47,54.98,48.98,37.62,35.77,27.07,45.93,34.36,51.46
2016-08-22,218.5,24.02,47.0,50.41,56.72,74.49,81.4,54.92,48.96,36.9,35.91,27.22,45.72,34.11,52.27
2016-08-23,218.94,24.04,47.16,50.16,56.77,74.58,81.82,55.03,49.36,37.49,36.55,27.195,46.16,34.68,52.18
2016-08-24,217.88,24.01,46.95,50.17,56.6,73.4,81.45,54.87,48.78,37.11,36.24,25.85,45.65,33.53,52.31
2016-08-25,217.63,24.08,47.02,50.2,56.59,72.81,81.16,54.83,49.02,37.14,36.32,26.24,45.37,33.88,52.67
2016-08-26,217.25,24.1,47.035,49.1601,56.42,73.07,80.94,54.64,48.72,37.24,35.98,26.07,45.04,33.56,52.02
2016-08-29,218.36,24.325,47.2,49.54,56.83,73.24,81.2,54.41,49.17,37.58,36.285,26.67,45.21,33.29,52.26
2016-08-30,217.97,24.52,47.07,49.04,56.67,72.94,80.79,54.53,49.06,37.53,36.29,25.81,44.53,33.57,52.21
2016-08-31,217.39,24.55,47.0,49.22,56.35,72.74,80.57,54.26,48.6,36.77,36.15,25.69,44.45,33.46,51.92
2016-09-01,217.41,24.45,47.155,49.0,56.4,72.6,80.73,54.16,48.78,36.65,36.03,25.95,44.24,33.52,51.89
2016-09-02,218.37,24.58,47.33,49.62,56.68,72.64,80.87,54.6,49.18,37.35,36.14,26.14,44.5,33.81,52.58
2016-09-06,219.07,24.53,47.58,50.18,56.52,72.93,81.02,54.83,49.13,37.855,36.08,27.09,44.43,33.97,53.37
2016-09-07,219.06,24.525,47.69,50.16,56.59,72.89,81.05,54.84,49.07,38.11,36.29,26.98,44.73,34.31,54.2
2016-09-08,218.53,24.5,47.31,50.34,56.54,72.97,80.38,54.25,48.84,39.11,35.91,26.68,44.45,33.54,53.36
2016-09-09,213.28,24.045,46.17,48.47,54.94,71.5,78.46,53.69,47.45,37.81,34.32,25.13,43.53,31.96,50.83
2016-09-12,216.34,24.315,46.95,49.3,55.64,72.6,79.56,52.71,47.9,38.24,34.78,25.59,44.12,32.23,51.32
2016-09-13,213.23,23.885,46.6,48.63,54.83,71.57,78.37,53.39,47.01,36.62,34.16,24.37,43.53,31.88,49.97
2016-09-14,213.14,23.82,46.84,48.86,54.78,71.54,78.41,53.05,46.9,35.73,34.065,24.28,43.54,32.09,50.34
2016-09-15,215.29,23.97,47.59,49.22,55.21,72.34,78.95,52.74,47.18,36.27,34.31,24.58,44.1,32.02,50.58
2016-09-16,213.34,23.64,47.23,49.25,54.75,72.1,78.51,52.9,46.75,36.11,33.85,24.46,43.75,31.88,50.84
2016-09-19,213.39,19.2901,47.11,49.74,54.99,71.835,78.44,52.8,46.84,36.08,34.13,24.95,43.69,32.66,51.25
2016-09-20,213.43,19.31,47.08,49.63,55.04,72.09,78.52,52.93,46.68,35.53,33.83,25.04,43.19,32.77,51.12
2016-09-21,215.79,19.44,47.6,50.68,55.76,72.81,79.25,52.83,47.41,36.82,34.15,26.31,43.49,33.84,51.91
2016-09-22,217.16,19.49,47.89,50.97,56.15,73.35,79.84,53.3,47.55,37.17,34.55,26.515,43.82,34.11,52.76
2016-09-23,215.98,19.37,47.51,50.91,55.82,73.13,79.68,53.59,47.33,36.14,34.44,26.31,43.78,34.12,52.86
2016-09-26,214.21,19.07,47.22,50.81,55.58,72.25,78.8,53.2,47.09,36.07,34.16,26.17,43.32,33.27,52.9
2016-09-27,215.55,19.22,47.73,50.18,55.97,72.78,79.58,52.89,47.25,35.25,34.33,25.945,43.57,33.4701,52.07
2016-09-28,216.68,19.32,47.8,50.06,56.4,72.68,79.8,53.22,47.8,37.45,34.08,26.93,43.31,32.23,52.595
2016-09-29,214.6863,19.035,47.55,49.34,55.96,71.38,79.38,53.17,47.41,37.75,33.67,26.46,42.94,31.2,52.21
2016-09-30,216.36,19.3,47.77,48.98,56.46,72.09,80.02,52.93,47.75,38.46,33.94,26.54,43.55,31.25,51.97
2016-10-03,215.69,19.22,47.63,48.33,56.51,71.98,80.01,53.12,47.72,38.55,33.725,26.23,43.45,30.31,51.2
2016-10-04,214.72,19.3,47.47,47.29,56.04,71.91,79.76,52.83,47.05,38.07,33.68,25.18,43.43,30.18,50.32
2016-10-05,215.66,19.59,47.64,47.18,56.39,72.14,80.05,52.51,47.375,38.99,33.87,25.58,43.94,30.22,48.91
2016-10-06,215.83,19.61,47.74,47.17,56.39,71.87,80.11,52.24,47.74,38.88,34.145,25.48,43.87,30.42,49.04
2016-10-07,215.05,19.62,47.61,47.13,55.67,71.89,79.74,52.49,46.88,38.31,33.51,25.41,43.925,30.31,48.92
2016-10-10,216.11,19.715,47.935,47.53,55.73,72.2,79.84,52.45,47.11,39.1225,33.615,25.69,44.015,30.62,49.48
2016-10-11,213.45,19.51,47.42,46.98,55.15,70.4,78.93,52.31,46.51,38.62,33.065,24.95,43.38,29.85,49.07
2016-10-12,213.72,19.54,47.47,47.44,55.25,70.05,79.25,52.15,46.4,38.25,33.26,25.14,43.67,30.25,49.67
2016-10-13,213.04,19.325,47.2,48.03,55.23,70.07,78.99,51.99,46.17,38.07,32.93,24.67,43.21,29.97,50.25
2016-10-14,213.09,19.42,47.4,47.75,55.35,69.61,78.87,52.38,46.33,37.65,32.91,24.44,43.14,29.64,50.03
2016-10-17,212.4,19.33,47.27,48.02,55.21,69.45,78.25,52.39,46.37,37.37,32.85,24.87,42.72,30.0,50.35
2016-10-18,213.69,19.49,47.55,48.41,55.32,70.19,78.71,52.36,46.8,37.38,32.925,25.31,42.74,31.85,50.79
2016-10-19,214.25,19.65,47.6,48.31,55.5,69.97,79.12,52.23,47.14,38.02,32.87,25.87,43.17,31.9,50.62
2016-10-20,213.89,19.645,47.385,48.275,55.2,70.3,78.98,51.95,47.1,38.09,32.64,25.95,42.9,31.45,50.72
2016-10-21,213.935,19.65,47.51,48.02,55.12,69.7,79.58,52.13,47.06,37.91,32.65,25.79,42.955,30.6,50.65
2016-10-24,214.85,19.715,48.0,48.2,55.22,69.58,80.14,52.29,47.16,37.45,32.93,25.69,43.25,30.9,51.14
2016-10-25,214.18,19.68,47.84,48.46,55.08,69.39,79.245,52.79,46.72,36.74,31.78,25.71,42.86,30.35,50.95
2016-10-26,213.74,19.8,47.58,48.57,55.27,68.92,78.89,52.8,46.66,36.77,31.65,25.63,42.745,30.625,49.96
2016-10-27,213.18,19.85,47.48,48.32,54.9,69.27,78.21,52.67,46.63,36.79,31.26,24.93,41.905,29.9,48.66
2016-10-28,212.52,19.76,47.43,48.47,55.22,67.75,78.05,52.41,46.71,36.17,31.59,25.04,42.12,30.9,49.03
2016-10-31,212.51,19.75,47.44,49.42,55.33,67.3801,78.16,52.71,46.74,35.38,31.63,25.47,42.23,30.65,50.11
2016-11-01,211.0,19.6755,47.03,48.54,54.86,67.055,77.53,52.8,46.5,35.43,31.24,25.42,41.55,30.075,48.44
2016-11-02,209.7,19.53,46.71,47.94,54.65,66.72,77.08,52.44,46.26,34.81,31.08,24.94,41.53,30.1,47.5501
2016-11-03,208.84,19.57,46.31,48.11,54.57,66.05,76.87,52.6,46.245,35.05,30.96,25.55,41.04,29.8,46.05
2016-11-04,208.52,19.48,46.165,47.945,54.62,66.53,76.72,52.01,46.41,34.76,31.37,26.03,41.09,29.95,46.27
2016-11-07,213.1,19.98,47.17,48.78,55.96,68.15,78.48,52.05,47.09,35.59,31.91,26.5,41.82,30.25,46.57
2016-11-08,214.07,20.0,47.4,49.17,56.3,68.38,78.84,52.1,47.25,35.4834,31.86,26.82,41.73,30.2,45.69
2016-11-09,216.41,20.83,47.34,47.36,57.71,70.71,78.99,51.58,48.26,37.05,32.28,28.91,42.57,31.6,44.87
2016-11-10,216.87,21.6,46.575,46.235,58.94,71.57,79.26,52.0,48.79,36.99,33.11,28.88,43.715,32.1,44.19
2016-11-11,216.46,21.68,46.75,46.03,59.04,70.475,79.74,50.45,48.14,36.5,33.13,28.88,44.41,33.35,44.75
2016-11-14,216.55,22.18,46.01,45.98,59.3,70.28,79.72,50.54,48.25,36.97,33.51,29.95,45.34,34.35,45.69
2016-11-15,218.25,22.19,46.69,46.75,59.52,70.47,80.02,50.55,48.46,38.48,33.53,30.25,45.05,33.95,44.9
