,SPY,XLF,XLK,XLU,XLI,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,ETH,LTC
2010-10-28,118.47,14.575,24.31,31.67,27.16,31.3,35.27,28.69,34.5,43.54,15.45,55.35,21.745,14.76,28.21
2010-10-29,118.47,14.55,24.33,31.74,27.2,31.17,35.24,28.65,34.8,43.82,15.5,55.92,21.785,15.16,27.82
2010-11-01,118.55,14.56,24.38,31.44,27.2,31.21,35.2,28.87,34.78,44.48,15.51,56.34,21.62,15.16,28.16
2010-11-02,119.47,14.595,24.618,31.83,27.46,31.45,35.59,28.79,35.14,45.08,15.94,57.03,21.86,15.34,28.38
2010-11-03,119.97,14.73,24.74,31.75,27.5,31.49,35.76,28.86,35.02,45.23,15.86,56.87,21.885,15.46,28.18
2010-11-04,122.24,15.23,25.12,32.08,28.09,31.65,36.31,29.14,36.17,46.5,16.53,59.42,22.455,16.12,28.44
2010-11-05,122.74,15.56,25.1,32.07,28.26,31.49,36.5,29.19,36.3099,46.64,16.66,60.64,22.675,16.03,28.46
2010-11-08,122.54,15.46,25.12,31.87,28.14,31.39,36.45,29.04,36.38,47.14,16.64,61.86,22.725,15.94,28.51
2010-11-09,121.6,15.145,25.0301,31.78,27.88,31.241,36.13,29.07,35.78,47.73,16.25,59.84,22.49,15.36,27.83
2010-11-10,122.0701,15.33,25.07,31.6,27.88,31.25,36.41,28.91,35.95,48.53,16.49,61.11,22.655,15.99,27.95
2010-11-11,121.65,15.19,24.68,31.6,27.72,31.32,36.4,28.66,36.31,48.95,16.57,62.1,22.665,15.71,27.81
2010-11-12,120.2,14.95,24.35,31.35,27.39,30.95,36.0201,28.7,35.51,48.05,16.15,59.99,22.31,15.25,27.9
2010-11-15,120.03,15.01,24.26,31.45,27.48,30.9,35.95,28.78,35.22,47.81,15.88,59.57,22.245,15.16,27.62
2010-11-16,118.15,14.75,23.84,31.07,27.04,30.49,35.45,28.66,34.47,46.93,15.61,57.57,22.14,14.87,27.06
2010-11-17,118.22,14.66,23.85,31.07,27.06,30.54,35.76,28.45,34.45,47.19,15.581,57.84,10.24,15.11,27.04
2010-11-18,119.97,14.862,24.25,31.24,27.61,30.96,36.05,28.61,35.13,48.19,15.55,59.4,10.3,15.64,27.07
2010-11-19,120.28,14.86,24.305,31.16,27.69,31.0,36.23,28.78,35.36,48.61,15.56,60.9,22.985,16.17,27.18
2010-11-22,120.15,14.65,24.43,31.23,27.63,31.0,36.38,28.69,35.43,48.78,15.6,61.7,10.54,16.66,27.12
2010-11-23,118.42,14.41,24.09,30.9025,27.25,30.58,35.84,28.6,34.81,47.65,15.38,60.53,10.575,16.3,26.73
2010-11-24,120.18,14.62,24.48,31.07,27.87,30.85,36.57,28.61,35.46,48.64,15.79,61.34,10.745,17.08,27.34
2010-11-26,119.3,14.47,24.36,30.9,27.64,30.63,36.41,28.57,34.99,48.23,15.62,60.6,10.755,16.95,27.36
2010-11-29,119.17,14.56,24.22,30.79,27.63,30.54,36.23,28.37,35.18,48.43,15.59,60.98,23.49,17.17,27.44
2010-11-30,118.45,14.45,23.93,30.77,27.56,30.26,36.14,28.28,35.19,48.24,15.65,61.06,23.57,16.5,27.01
2010-12-01,121.01,14.75,24.43,31.1,28.27,30.83,36.9,28.62,36.16,49.42,16.21,63.03,23.835,16.89,26.84
2010-12-02,122.57,15.12,24.73,31.19,28.71,31.07,37.37,28.75,36.71,50.39,16.66,64.42,23.935,16.91,26.72
2010-12-03,122.86,15.18,24.81,31.27,28.77,31.08,37.44,28.69,37.01,50.7,16.78,65.56,24.04,18.13,26.59
2010-12-06,122.73,15.16,24.81,31.17,28.75,30.89,37.46,28.76,37.05,51.02,16.91,66.62,24.025,18.54,26.57
2010-12-07,122.83,15.16,24.84,31.02,28.83,30.88,37.44,28.9,37.09,50.93,16.92,65.47,23.905,18.78,26.66
2010-12-08,123.25,15.42,25.0,30.88,28.73,30.92,37.41,28.93,36.76,50.31,16.96,64.11,23.785,18.99,26.44
2010-12-09,123.79,15.62,25.07,31.0,28.81,31.01,37.45,29.14,36.92,50.41,17.01,65.13,23.9,19.34,26.41
2010-12-10,124.51,15.7555,25.18,31.12,29.08,31.27,37.57,29.14,37.22,50.64,17.16,65.81,24.07,19.69,26.46
2010-12-13,124.55,15.75,25.13,31.28,29.09,31.33,37.38,29.25,37.42,50.84,17.23,66.25,23.72,19.64,26.55
2010-12-14,124.65,15.6,25.21,31.35,29.23,31.66,37.36,29.19,37.44,50.51,17.14,66.28,23.64,19.78,26.62
2010-12-15,124.1,15.48,25.08,31.08,29.11,31.56,37.24,29.24,37.2,50.33,17.03,65.27,23.655,19.39,26.78
2010-12-16,124.79,15.5,25.12,31.35,29.43,31.77,37.52,29.36,37.57,50.62,17.25,65.89,24.02,19.76,27.0
2010-12-17,124.34,15.51,25.06,31.11,29.37,31.65,37.35,29.31,37.53,50.62,17.09,66.7,23.99,19.98,27.47
2010-12-20,124.5701,15.55,25.07,31.21,29.36,31.65,37.57,29.44,37.69,51.4,17.38,67.0,23.96,20.26,27.79
2010-12-21,125.36,15.8,25.24,31.21,29.6,31.61,37.75,29.42,38.06,52.05,17.56,68.22,24.045,21.05,28.04
2010-12-22,125.78,15.98,25.24,31.36,29.66,31.67,37.79,29.27,38.04,52.17,17.66,67.9,24.0,21.34,28.2
2010-12-23,125.59,15.865,25.21,31.4,29.6,31.66,37.6499,29.32,38.2,52.21,17.44,67.93,24.185,20.82,27.88
2010-12-27,125.66,16.01,25.26,31.38,29.65,31.58,37.54,29.34,38.19,51.95,17.6,67.54,24.1,21.04,28.12
2010-12-28,125.8,16.01,25.24,31.465,29.64,31.58,37.45,29.31,38.29,52.17,17.41,67.93,24.055,20.81,28.21
2010-12-29,125.93,15.97,25.26,31.41,29.66,31.6,37.55,29.37,38.43,52.69,17.43,68.47,24.23,20.47,28.37
2010-12-30,125.76,15.91,25.24,31.35,29.61,31.53,37.5,29.3,38.42,52.64,17.44,68.98,24.385,20.44,28.4
2010-12-31,125.8,15.95,25.2,31.35,29.65,31.49,37.43,29.29,38.45,52.7,17.4,68.8,24.19,20.02,28.09
2011-01-03,127.05,16.31,25.48,31.49,29.86,31.78,37.86,29.43,38.69,53.34,17.67,70.11,11.11,20.8,28.56
2011-01-04,126.93,16.27,25.56,31.63,29.82,31.9,37.65,29.33,38.46,52.8,17.31,69.66,23.89,20.35,28.1
2011-01-05,127.63,16.48,25.72,31.45,29.97,31.97,37.95,29.21,38.53,52.98,17.57,70.14,10.895,20.98,28.25
2011-01-06,127.39,16.36,25.855,31.47,29.92,32.1,37.71,29.28,38.37,52.73,17.69,69.23,10.74,19.89,28.01
2011-01-07,127.12,16.22,25.76,31.585,29.98,32.07,37.68,29.17,38.32,52.99,17.76,68.8,10.71,19.24,27.91
2011-01-10,126.98,16.17,25.78,31.4,30.02,31.97,37.68,28.98,38.37,53.15,17.73,68.77,23.65,19.94,27.78
2011-01-11,127.43,16.26,25.7425,31.46,30.13,32.15,37.67,29.13,38.67,53.71,17.93,70.87,23.385,20.12,27.93
2011-01-12,128.6,16.515,25.97,31.61,30.38,32.31,37.75,29.17,39.04,54.3,18.1301,71.02,23.58,20.4,27.84
2011-01-13,128.42,16.46,25.95,31.61,30.41,32.14,37.69,29.22,38.73,54.14,18.03,70.07,23.515,20.5,27.76
2011-01-14,129.28,16.73,26.17,31.74,30.53,32.17,37.93,29.29,38.77,54.54,18.36,68.65,23.5,20.39,27.79
2011-01-18,129.53,16.61,26.185,31.818,30.75,32.31,38.04,29.35,39.03,55.11,18.28,69.8,23.45,20.19,28.05
2011-01-19,128.26,16.25,26.03,31.77,30.43,32.11,37.66,29.37,38.14,54.26,17.88,67.39,23.23,19.43,27.56
2011-01-20,128.09,16.33,25.86,31.98,30.28,32.17,37.76,29.28,37.58,53.38,17.86,66.759,23.49,19.9,27.53
2011-01-21,128.4,16.46,25.72,31.95,30.52,32.18,37.8,29.53,37.49,53.32,17.67,65.54,23.325,20.22,27.46
2011-01-24,129.13,16.4415,26.08,32.14,30.81,32.165,37.98,29.49,37.87,53.73,17.93,66.71,23.42,20.85,27.54
2011-01-25,129.14,16.41,26.2,32.09,30.78,32.15,37.98,29.52,37.9,53.181,17.97,66.69,23.385,23.13,27.54
2011-01-26,129.67,16.4,26.34,31.97,30.96,32.09,38.05,29.7,38.71,54.66,18.31,69.61,23.38,22.79,27.53
2011-01-27,130.02,16.54,26.43,32.07,31.07,32.18,38.33,29.4,38.43,54.48,18.33,68.3,23.67,22.47,27.62
2011-01-28,127.69,16.24,25.84,31.65,30.46,31.61,37.13,29.29,37.83,54.69,17.7899,67.68,23.16,22.2,27.19
2011-01-31,128.67,16.39,25.99,31.7,30.81,31.66,37.17,29.02,38.43,56.73,17.67,68.89,23.22,22.38,27.37
2011-02-01,130.75,16.74,26.42,32.03,31.24,32.225,37.6,29.0,39.52,57.29,18.0,70.93,23.52,22.47,27.49
2011-02-02,130.47,16.6,26.47,31.86,31.14,32.14,37.52,29.0,39.39,57.59,17.76,70.63,23.09,22.25,27.3
2011-02-03,130.78,16.61,26.52,32.0,31.16,32.17,37.96,28.91,39.57,57.48,17.68,70.9,23.715,22.5,27.4
2011-02-04,131.15,16.6,26.7,31.805,31.27,32.33,38.2,29.16,39.57,57.5,17.735,70.09,24.07,22.27,27.11
2011-02-07,131.98,16.85,26.82,32.01,31.57,32.29,38.42,29.3,39.78,57.75,18.02,70.52,24.185,22.84,27.83
2011-02-08,132.59,16.97,26.94,32.0,31.78,32.38,38.87,29.35,39.92,57.91,18.35,71.01,24.46,22.88,28.11
2011-02-09,132.27,16.8495,26.89,32.02,31.77,32.31,39.11,29.44,39.54,57.05,18.47,69.44,24.485,22.89,28.16
2011-02-10,132.33,16.86,26.79,32.07,31.94,32.34,39.19,29.47,39.64,57.76,18.42,69.91,24.575,22.52,28.18
2011-02-11,133.11,17.08,26.905,32.03,32.18,32.385,39.575,29.26,39.86,57.8,18.46,70.1,24.825,23.0,28.28
2011-02-14,133.43,17.095,26.92,31.8,32.15,32.48,39.41,29.5,40.27,59.11,18.34,72.15,24.72,22.95,28.42
2011-02-15,133.01,17.065,26.82,31.91,32.03,32.45,39.46,29.37,39.85,58.43,18.1,72.18,11.235,23.01,28.33
2011-02-16,133.83,17.16,26.99,31.7975,32.18,32.61,39.79,29.45,40.32,59.38,18.45,73.22,11.415,23.47,28.24
2011-02-17,134.27,17.14,27.02,31.88,32.26,32.73,39.83,29.43,40.66,59.95,18.7,74.15,11.41,23.78,28.34
2011-02-18,134.51,17.18,27.01,31.88,32.34,32.81,40.0,29.77,40.25,59.57,18.68,72.8195,11.435,23.52,28.49
2011-02-22,131.83,16.655,26.3475,31.78,31.41,32.31,39.06,29.57,38.955,58.76,17.93,69.78,24.605,22.57,28.04
2011-02-23,131.03,16.58,26.04,31.69,30.85,32.01,38.48,29.59,38.71,60.25,17.62,69.79,24.16,21.92,27.78
2011-02-24,130.93,16.54,26.11,31.58,31.03,32.11,38.7,29.47,38.49,59.37,17.56,69.75,11.065,21.89,27.99
2011-02-25,132.32,16.77,26.4475,31.76,31.31,32.35,39.12,29.45,39.035,61.49,17.875,70.99,24.605,22.63,28.72
2011-02-28,133.14,16.86,26.55,32.11,31.47,32.67,39.385,29.61,39.44,61.64,17.84,71.8,24.595,22.04,29.21
2011-03-01,130.92,16.49,26.075,31.79,30.79,32.42,38.66,29.84,38.5,59.92,17.33,70.04,24.18,21.74,28.46
2011-03-02,131.2,16.39,26.21,31.88,30.95,32.5,38.85,29.5,38.6,60.2,17.53,70.87,24.355,22.15,28.44
2011-03-03,133.47,16.721,26.59,32.2,31.7,33.16,39.4881,29.56,39.39,61.23,17.9,72.69,24.67,23.23,28.9
2011-03-04,132.44,16.5145,26.415,32.01,31.32,33.14,39.21,29.69,39.07,61.0,17.74,72.77,24.57,23.15,28.78
2011-03-07,131.41,16.4,26.1,32.13,31.03,32.86,38.85,29.69,38.42,60.28,17.51,70.95,24.19,22.82,28.64
2011-03-08,132.57,16.765,26.29,32.49,31.52,33.07,39.11,29.51,38.8,59.23,18.12,71.13,24.325,23.36,29.07
2011-03-09,132.39,16.76,26.18,32.849,31.45,33.12,39.18,29.71,38.2,59.27,18.24,69.44,24.49,23.58,28.75
2011-03-10,129.92,16.425,25.708,32.44,30.81,32.59,38.78,29.71,37.36,57.16,17.765,66.94,24.325,22.55,28.29
2011-03-11,130.84,16.54,25.82,32.53,31.18,32.7,38.98,29.59,37.9,58.68,17.87,68.86,24.61,22.57,28.59
2011-03-14,130.07,16.4,25.7,32.1,30.91,32.54,38.56,29.58,37.78,59.55,17.63,69.07,24.395,23.2,28.41
2011-03-15,128.63,16.19,25.31,31.49,30.62,32.171,38.23,29.07,37.74,59.01,17.91,68.99,24.355,22.99,27.91
2011-03-16,126.21,15.8895,24.7,30.99,30.05,31.61,37.61,29.13,37.02,58.62,17.53,68.13,24.085,22.68,27.38
2011-03-17,127.8,16.1,24.94,31.04,30.52,31.98,37.76,29.11,37.65,60.3,17.63,69.29,24.015,22.17,27.92
2011-03-18,127.79,16.2306,24.91,30.86,30.74,32.03,37.61,29.02,37.73,59.82,17.76,69.11,24.0,22.14,28.43
2011-03-21,129.725,16.345,25.33,31.25,31.41,32.2374,38.17,29.22,38.39,61.74,18.06,70.31,24.375,22.33,28.61
2011-03-22,129.3,16.26,25.29,31.28,31.16,32.23,37.87,29.34,38.3,61.84,17.86,71.0,24.19,22.17,27.71
2011-03-23,129.66,16.21,25.42,31.28,31.27,32.2,38.19,29.3,38.8,61.62,17.991,72.65,24.325,21.82,27.38
2011-03-24,130.9,16.2955,25.82,31.4,31.59,32.58,38.75,29.54,39.02,61.9,18.13,72.93,24.735,21.98,27.32
2011-03-25,131.28,16.33,25.87,31.4,31.7,32.66,38.82,29.71,39.2174,63.12,18.25,72.96,24.965,22.19,27.48
2011-03-28,130.97,16.28,25.82,31.3,31.68,32.66,38.42,29.72,39.04,62.46,18.14,72.27,24.79,21.81,27.75
2011-03-29,131.84,16.3225,26.01,31.5801,31.93,32.85,38.75,29.68,39.45,63.31,18.17,73.5,25.09,21.95,27.79
2011-03-30,132.76,16.45,26.1,31.96,32.06,33.11,39.19,29.91,39.87,64.4,18.23,74.02,25.565,21.97,28.14
2011-03-31,132.57,16.39,26.07,31.87,32.19,33.11,39.03,29.94,40.01,64.55,18.21,74.27,25.415,21.87,28.31
2011-04-01,133.16,16.52,26.01,32.1,32.45,33.28,39.3,29.96,40.14,64.75,18.34,74.5,25.535,21.91,28.57
2011-04-04,133.24,16.5065,25.92,32.08,32.5,33.48,39.39,30.14,40.46,64.85,18.22,75.33,25.43,21.93,28.87
2011-04-05,133.22,16.499,25.88,31.98,32.38,33.33,39.54,30.11,40.89,65.01,18.28,76.49,25.975,22.05,29.29
2011-04-06,133.62,16.68,26.06,32.22,32.41,33.39,39.46,30.26,40.58,64.07,18.38,75.38,26.055,23.83,29.42
2011-04-07,133.36,16.61,26.07,32.06,32.26,33.33,39.3,30.3,40.49,64.08,18.6,75.43,26.27,23.37,29.07
2011-04-08,132.85,16.47,25.93,32.0,31.97,33.34,39.08,30.43,40.2299,64.03,18.5,75.08,26.0,23.05,28.97
2011-04-11,132.47,16.45,25.91,31.56,31.95,33.52,39.07,30.26,39.735,62.11,18.45,73.37,25.975,22.72,29.0
2011-04-12,131.47,16.4,25.69,31.49,31.71,33.47,39.0,30.26,39.21,59.91,18.34,71.7466,25.835,22.64,28.68
2011-04-13,131.46,16.27,25.83,31.6,31.62,33.44,39.13,30.48,38.97,60.72,18.33,71.74,25.87,22.26,28.63
2011-04-14,131.56,16.13,25.8,31.76,31.62,33.62,39.06,30.41,39.09,60.88,18.35,72.01,25.88,22.46,29.1
2011-04-15,132.05,16.14,25.72,32.1099,31.73,33.91,39.28,30.72,39.339,61.53,18.53,72.42,26.055,22.67,29.34
2011-04-18,130.55,15.92,25.51,31.82,31.27,33.52,38.9,30.61,38.82,60.13,18.42,70.96,25.835,22.69,29.04
2011-04-19,131.29,15.97,25.58,31.83,31.55,33.82,39.0,30.65,39.5,60.58,18.61,71.93,25.845,23.17,29.15
2011-04-20,133.13,16.01,26.12,32.2,32.06,34.15,39.69,30.92,40.0,62.12,18.81,73.31,26.395,23.86,29.21
2011-04-21,133.75,16.1,26.33,32.24,32.15,34.24,39.92,30.98,40.43,62.41,18.84,74.02,26.395,24.31,29.25
2011-04-25,133.61,16.09,26.38,32.27,32.06,34.3,39.87,30.83,40.14,62.39,18.79,73.67,26.385,24.23,29.17
2011-04-26,134.78,16.18,26.6,32.54,32.67,34.69,39.96,30.83,40.57,62.49,18.9,74.12,26.475,24.76,29.22
2011-04-27,135.62,16.289,26.76,32.8097,32.82,35.08,40.42,31.09,40.65,62.28,19.0,74.5,26.85,25.3,29.71
2011-04-28,136.11,16.41,26.74,33.0703,32.93,35.25,40.56,31.21,40.75,62.54,19.04,74.62,26.805,23.74,29.89
2011-04-29,136.46,16.375,26.74,33.15,33.07,35.26,40.56,31.48,40.85,63.74,19.04,75.59,26.665,24.11,29.42
2011-05-02,136.23,16.315,26.65,33.16,33.02,35.59,40.69,31.63,40.6,62.63,18.88,74.99,26.465,23.62,29.3
2011-05-03,135.72,16.38,26.65,33.38,32.88,35.49,40.48,31.48,40.21,60.39,18.67,73.78,26.345,23.32,29.35
2011-05-04,134.84,16.235,26.58,33.34,32.4,35.47,40.33,31.62,39.51,58.49,18.59,71.93,26.315,22.96,28.98
2011-05-05,133.64,16.05,26.43,33.09,32.25,35.25,40.25,31.57,39.03,57.26,18.7,70.42,26.295,21.99,28.5
2011-05-06,134.17,16.1,26.52,33.28,32.53,35.4602,40.27,31.69,39.34,57.96,18.72,70.81,26.34,22.6,28.34
2011-05-09,134.73,16.075,26.58,33.36,32.67,35.68,40.33,31.39,39.95,59.78,18.72,72.67,26.47,23.05,28.9
2011-05-10,135.89,16.22,26.82,33.819,32.97,35.9,40.84,31.6,40.23,60.44,18.93,72.61,26.91,23.68,29.15
2011-05-11,134.45,16.02,26.59,33.74,32.52,35.83,40.49,31.74,39.15,57.88,18.63,69.81,26.785,23.25,28.72
2011-05-12,135.11,16.0,26.77,34.07,32.59,36.16,40.86,31.69,39.17,57.42,18.74,70.29,27.2,23.55,29.07
2011-05-13,134.03,15.775,26.47,33.92,32.2,36.095,40.57,32.11,38.64,57.02,18.55,68.64,27.06,23.6,28.6
2011-05-16,133.21,15.755,26.08,33.95,32.08,36.12,40.0,32.07,38.5,56.36,18.36,68.35,26.62,23.0,28.52
2011-05-17,133.19,15.8699,26.08,34.2,31.64,36.14,40.06,32.08,38.09,56.13,18.24,68.72,26.51,22.75,28.67
2011-05-18,134.37,15.94,26.27,34.08,32.07,36.41,40.53,32.23,38.88,58.07,18.51,69.73,26.8,22.84,28.94
2011-05-19,134.66,15.94,26.33,34.17,32.27,36.33,40.66,32.32,38.9,58.11,18.53,69.06,26.66,23.16,28.82
2011-05-20,133.62,15.73,26.16,34.14,31.93,36.03,40.26,32.36,38.51,58.48,18.43,68.52,26.22,22.76,28.57
2011-05-23,132.04,15.51,25.8,33.74,31.48,35.68,39.89,32.06,38.13,57.19,18.19,67.52,26.13,22.61,28.46
2011-05-24,131.96,15.485,25.72,33.69,31.32,35.57,39.68,32.16,38.31,58.04,18.11,68.13,26.195,22.43,28.47
2011-05-25,132.38,15.495,25.81,33.625,31.58,35.61,39.71,31.92,38.84,59.38,18.32,69.34,26.175,22.82,28.61
2011-05-26,132.99,15.575,25.97,33.6,31.71,35.65,40.04,31.8,38.92,59.86,18.53,70.04,26.63,23.2,28.93
2011-05-27,133.52,15.695,26.09,33.62,31.86,35.69,40.18,32.0,39.315,60.25,18.71,70.74,26.825,23.15,29.12
2011-05-31,134.89,15.84,26.45,33.86,32.15,36.1,40.44,32.21,39.74,60.93,18.91,71.79,27.06,23.26,29.53
2011-06-01,131.86,15.3,25.9,33.52,31.1,35.6,39.52,32.27,38.5,58.9,18.4,69.28,26.28,21.96,28.71
2011-06-02,131.7,15.33,25.92,33.41,31.27,35.53,39.4398,31.93,38.56,58.72,18.2126,69.51,26.0,20.64,28.72
2011-06-03,130.43,15.22,25.54,33.19,30.85,35.2,38.91,31.34,38.07,58.52,17.9,68.19,25.61,19.91,28.57
2011-06-06,129.05,14.92,25.35,33.03,30.62,34.98,38.51,31.23,37.7,56.42,17.55,66.83,25.16,19.52,28.35
2011-06-07,128.94,14.88,25.27,33.09,30.61,35.07,38.57,31.27,37.83,56.56,17.47,66.799,25.155,19.56,28.54
2011-06-08,128.42,14.755,25.095,33.17,30.34,35.08,38.26,31.04,37.48,56.49,17.19,65.3,24.835,18.64,28.49
2011-06-09,129.37,14.93,25.11,33.185,30.57,35.45,38.57,31.18,38.07,57.45,17.41,66.08,25.185,18.91,28.21
2011-06-10,127.53,14.825,24.76,32.99,30.09,34.81,37.86,31.13,37.59,56.51,17.08,65.41,24.735,18.55,27.35
2011-06-13,127.69,14.98,24.79,33.12,30.09,34.98,37.81,30.88,37.39,54.84,17.16,64.06,24.83,19.37,27.15
2011-06-14,129.31,15.055,25.11,33.245,30.67,35.285,38.48,31.27,38.09,56.32,17.59,65.82,25.455,19.89,27.21
2011-06-15,127.03,14.73,24.64,32.83,30.21,34.8,37.88,31.18,37.215,55.21,17.19,64.17,25.055,19.55,26.66
2011-06-16,127.3,14.8,24.57,33.11,30.31,34.86,37.81,30.89,36.85,55.1,17.295,63.08,25.095,19.94,26.82
2011-06-17,127.05,14.9,24.46,32.98,30.46,34.77,37.95,31.17,36.64,54.9,17.42,62.77,25.28,19.76,26.85
2011-06-20,127.72,14.885,24.54,33.175,30.73,35.13,38.26,31.12,36.94,54.7,17.68,63.44,25.85,20.49,27.0
2011-06-21,129.45,15.09,24.97,33.19,31.21,35.34,39.04,31.45,37.89,56.65,18.0,65.78,26.375,20.98,27.29
2011-06-22,128.67,14.99,24.79,33.0,31.04,35.12,38.74,31.26,37.743,56.57,17.89,65.85,25.965,20.76,27.21
2011-06-23,128.31,14.85,24.97,32.7084,30.97,35.11,38.89,30.91,37.72,56.18,18.1,65.97,26.33,21.07,26.7
2011-06-24,126.8,14.75,24.545,32.79,30.62,34.68,38.5,30.88,37.5,55.14,17.88,65.2,25.985,20.88,27.02
2011-06-27,127.95,14.915,24.88,33.03,30.86,34.86,38.97,30.67,37.56,55.07,17.9131,65.27,26.18,21.05,27.09
2011-06-28,129.6,14.98,25.18,33.2,31.34,35.37,39.69,30.83,38.26,56.85,18.13,67.02,26.73,21.24,27.35
2011-06-29,130.74,15.29,25.37,33.37,31.5,35.4,39.87,30.91,38.87,58.26,18.0,68.23,26.59,21.11,27.53
2011-06-30,131.97,15.35,25.69,33.47,32.0,35.51,40.21,30.99,39.355,58.78,18.04,69.405,26.73,21.3,27.8
2011-07-01,133.91,15.625,26.125,33.89,32.58,35.96,41.02,31.17,39.74,59.64,18.45,69.88,27.23,21.63,28.1
2011-07-05,133.78,15.495,26.18,33.7,32.4,35.86,41.2,31.445,39.77,60.31,18.4,70.11,27.25,21.47,28.57
2011-07-06,133.96,15.41,26.28,33.76,32.57,35.96,41.07,31.46,39.94,60.14,18.365,69.91,27.325,21.52,28.55
2011-07-07,135.4,15.66,26.59,33.89,32.91,35.94,41.62,31.9,40.54,61.23,18.5,71.11,28.105,21.77,28.67
2011-07-08,134.41,15.455,26.46,33.77,32.5,35.78,41.35,31.63,40.23,60.71,18.3,70.3878,27.94,21.56,28.48
2011-07-11,131.99,15.025,26.015,33.39,31.9,35.27,40.54,31.55,39.41,58.49,17.86,67.78,27.32,20.23,28.17
2011-07-12,131.402,14.975,25.79,33.55,31.59,35.29,40.38,31.44,39.265,58.6,17.765,67.64,27.175,19.24,28.21
2011-07-13,131.84,15.0,25.8586,33.468,31.72,35.41,40.58,31.56,39.6,59.52,17.81,69.4,27.4,19.19,27.97
2011-07-14,130.94,14.89,25.62,33.32,31.37,35.38,40.28,31.36,39.23,58.43,17.63,67.71,27.045,18.83,27.73
2011-07-15,131.71,14.86,25.94,33.37,31.4,35.21,40.31,31.37,39.6,62.12,17.55,69.1,27.14,19.42,27.75
2011-07-18,130.6,14.65,25.8301,33.06,31.05,34.93,39.89,31.24,39.12,61.61,17.31,69.23,26.885,19.15,27.48
2011-07-19,132.72,14.84,26.46,33.33,31.45,35.2364,40.68,31.28,39.685,63.6599,17.78,70.68,27.45,19.45,27.79
2011-07-20,132.65,15.0,26.35,33.53,31.51,35.11,40.45,31.67,39.67,63.98,17.74,70.54,27.28,19.6,27.86
2011-07-21,134.49,15.38,26.49,34.03,31.98,35.65,40.91,31.67,40.15,64.75,17.86,71.32,27.445,19.71,28.09
2011-07-22,134.58,15.32,26.74,33.82,31.65,35.59,41.07,31.82,39.94,65.23,17.71,71.83,27.475,19.6,28.06
2011-07-25,133.84,15.21,26.65,33.93,31.63,35.21,40.82,31.49,39.85,64.86,17.5,71.24,27.175,19.26,27.67
2011-07-26,133.33,15.185,26.76,33.825,31.05,34.94,40.76,31.45,39.44,64.47,17.265,69.77,27.5,19.08,27.58
2011-07-27,130.61,14.83,26.06,33.71,30.2,34.33,40.03,31.31,38.52,62.87,16.86,67.46,26.655,18.7,27.06
2011-07-28,130.22,14.83,26.01,33.515,29.95,34.29,39.84,31.08,38.44,62.33,16.73,66.99,26.635,18.2,27.05
2011-07-29,129.32,14.8,25.819,33.17,29.8,34.12,39.65,30.79,38.01,62.21,16.77,66.63,26.61,18.41,27.14
2011-08-01,128.79,14.74,25.79,33.26,29.61,33.55,39.43,31.12,37.87,62.36,16.565,66.41,26.54,18.4,25.44
2011-08-02,125.5,14.35,25.23,32.72,28.58,32.81,37.98,30.45,36.73,59.95,15.86,64.46,25.42,17.45,25.08
2011-08-03,126.2,14.41,25.54,32.709,28.84,32.84,38.23,30.29,36.89,59.74,15.87,64.41,25.97,18.31,24.85
2011-08-04,120.2,13.68,24.45,31.66,27.29,31.6,36.41,30.2,34.44,54.81,14.95,58.31,24.29,18.14,24.09
2011-08-05,120.03,13.44,24.33,31.91,27.29,31.83,36.42,29.78,34.35,53.08,14.84,56.67,24.34,18.31,23.82
2011-08-08,112.28,12.15,22.97,30.23,25.37,30.2,34.05,29.45,31.82,47.16,13.57,51.52,22.385,16.57,21.67
2011-08-09,117.47,13.08,23.98,31.2,26.62,31.31,35.66,29.04,33.72,49.9,14.1401,55.7,23.645,17.44,22.7
2011-08-10,112.25,12.18,23.05,30.58,25.26,30.0,34.09,29.1,32.56,48.93,13.4,53.84,22.535,16.11,22.18
2011-08-11,117.33,12.89,23.97,31.88,26.47,31.35,35.6,28.5,34.2,52.57,14.05,56.67,23.565,16.77,22.96
2011-08-12,118.16,12.78,24.13,31.7,26.98,31.6319,36.06,29.5,34.45,52.75,14.27,57.07,23.565,16.77,23.71
2011-08-15,120.67,13.18,24.57,32.81,27.39,32.2,36.58,29.75,34.98,55.05,14.69,58.97,23.905,17.1,24.63
2011-08-16,119.57,12.94,24.35,32.73,27.0,32.145,36.42,29.84,34.45,53.0,14.54,56.92,23.625,16.57,24.64
2011-08-17,119.6702,13.0,24.24,32.99,26.91,32.15,36.32,30.15,34.5307,53.43,14.32,56.71,23.335,16.13,25.0
2011-08-18,114.405,12.38,23.07,32.6,25.43,31.11,34.56,29.74,32.5,49.64,13.47,53.55,22.185,14.84,24.0
2011-08-19,112.71,12.14,22.51,32.35,25.03,31.03,34.08,29.41,32.03,48.67,13.16,52.61,21.93,14.52,23.68
2011-08-22,112.77,11.98,22.64,32.3,25.13,31.05,34.17,29.93,31.99,47.19,13.19,52.81,22.08,14.36,23.94
2011-08-23,116.48,12.36,23.48,32.88,26.01,31.99,35.46,29.7,33.12,49.64,13.5,54.34,23.11,14.73,24.73
